GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Stanford CoreNLP,edu.stanford.nlp.maxent,CGRunner.LikelihoodFunction,173,0,18,0,35,0,15,0,6,0
Stanford CoreNLP,edu.stanford.nlp.maxent,CGRunner,336,0,12,0,56,0,16,0,10,0
Stanford CoreNLP,edu.stanford.nlp.maxent,DataGeneric,3,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.maxent,Feature,476,0,34,0,93,0,37,0,20,0
Stanford CoreNLP,edu.stanford.nlp.maxent,Experiments,1101,11,90,0,187,4,63,1,18,1
Stanford CoreNLP,edu.stanford.nlp.maxent,Features,271,11,22,0,67,4,19,2,8,2
Stanford CoreNLP,edu.stanford.nlp.maxent,CGRunner.MonitorFunction,78,0,4,0,14,0,6,0,4,0
Stanford CoreNLP,edu.stanford.nlp.maxent,Problem,99,0,4,0,30,0,8,0,6,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefGraphAnnotation,7,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ScorerBCubed.BCubedType,68,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,RuleBasedCorefMentionFinder,2071,123,265,3,377,14,160,4,27,3
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefClusterAnnotation,7,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations,3,0,0,0,2,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,SieveCoreferenceSystem.new FileFilter() {...},13,0,0,0,3,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefChain.CorefMentionComparator,47,0,12,0,8,0,8,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries.Animacy,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefAnnotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Mention,5048,91,1018,1,857,25,598,2,81,2
Stanford CoreNLP,edu.stanford.nlp.dcoref,MentionExtractor,936,0,110,0,197,0,81,0,24,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefChain.CorefMention,359,0,56,0,75,0,34,0,6,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ACEMentionExtractor,783,0,68,0,130,0,41,0,7,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Constants,52,0,0,0,18,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ScorerPairwise,214,0,28,0,48,0,17,0,3,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefScorer,260,0,16,0,43,0,17,0,8,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,SieveCoreferenceSystem,6671,0,561,0,1019,0,328,0,44,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Document,2989,0,390,0,521,0,228,0,33,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,MUCMentionExtractor,799,0,80,0,152,0,45,0,5,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.Document,41,0,0,0,15,0,10,0,10,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Document.DocType,38,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefScorer.new Object() {...},26,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefChain,264,0,30,0,58,0,27,0,12,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ACEMentionExtractor.EntityComparator,33,0,8,0,6,0,6,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.CorefMentionAnnotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,SpeakerInfo,171,0,26,0,39,0,24,0,11,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.DocumentIterator,1360,0,164,0,283,0,97,0,15,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefChain.MentionComparator,47,0,12,0,8,0,8,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader,934,0,86,0,178,0,57,0,14,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,SieveOptions,305,0,58,0,63,0,31,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.CorpusStats,600,0,32,0,108,0,21,0,5,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Semantics,18,0,0,0,5,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefChainAnnotation,7,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries.MentionType,65,0,0,0,3,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefDestAnnotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ScorerBCubed.new Object() {...},26,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.Options,48,0,0,0,17,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCoreAnnotations.CorefClusterIdAnnotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries.Number,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries,5699,0,44,0,259,0,42,0,20,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ScorerBCubed,637,0,82,0,132,0,52,0,9,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefScorer.ScoreType,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefScorer.SubScoreType,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries.Person,98,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CorefCluster,605,0,66,0,90,0,43,0,10,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Dictionaries.Gender,58,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,ScorerMUC,313,0,28,0,48,0,18,0,4,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLLMentionExtractor,650,0,40,0,139,0,29,0,9,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,Rules,2634,421,647,49,496,48,368,21,37,4
Stanford CoreNLP,edu.stanford.nlp.dcoref,SingletonPredictor,308,0,30,0,66,0,22,0,7,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoNLL2011DocumentReader.NamedEntityAnnotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.dcoref,CoreferenceSystem,3,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,GermanSentence.new Properties() {...},39,0,0,0,11,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,GermanSentence.new Properties() {...},44,0,0,0,12,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseDocument,56,0,0,0,14,0,10,0,10,0
Stanford CoreNLP,edu.stanford.nlp.simple,FrenchDocument,39,0,0,0,12,0,8,0,8,0
Stanford CoreNLP,edu.stanford.nlp.simple,ArabicDocument,49,0,0,0,14,0,10,0,10,0
Stanford CoreNLP,edu.stanford.nlp.simple,ArabicSentence.new Properties() {...},44,0,0,0,12,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,ArabicSentence.new Properties() {...},39,0,0,0,11,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,GermanSentence,29,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.simple,SentimentClass,136,0,22,0,18,0,23,0,10,0
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseDocument.new Properties() {...},23,0,0,0,6,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseDocument.new Properties() {...},29,0,0,0,9,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,FrenchSentence,29,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.simple,SpanishSentence.new Properties() {...},39,0,0,0,11,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,SpanishSentence.new Properties() {...},44,0,0,0,12,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseSentence,29,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,Document.new Supplier() {...},12,6,2,0,3,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.simple,SentenceAlgorithms,971,0,132,0,170,0,82,0,15,0
Stanford CoreNLP,edu.stanford.nlp.simple,FrenchSentence.new Properties() {...},44,0,0,0,12,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,FrenchSentence.new Properties() {...},39,0,0,0,11,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,Document,1883,474,212,14,291,77,155,19,48,13
Stanford CoreNLP,edu.stanford.nlp.simple,ArabicSentence,29,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.simple,SpanishDocument.new Properties() {...},24,0,0,0,8,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,GermanDocument,39,0,0,0,12,0,8,0,8,0
Stanford CoreNLP,edu.stanford.nlp.simple,Sentence,1921,575,171,25,309,87,192,32,94,27
Stanford CoreNLP,edu.stanford.nlp.simple,GermanDocument.new Properties() {...},24,0,0,0,8,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,SpanishDocument,44,0,0,0,13,0,9,0,9,0
Stanford CoreNLP,edu.stanford.nlp.simple,ArabicDocument.new Properties() {...},24,0,0,0,8,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,FrenchDocument.new Properties() {...},24,0,0,0,8,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,SentenceAlgorithms.new Iterator() {...},81,0,6,0,10,0,6,0,3,0
Stanford CoreNLP,edu.stanford.nlp.simple,Sentence.new Annotation() {...},8,19,1,1,1,4,1,1,0,1
Stanford CoreNLP,edu.stanford.nlp.simple,Sentence.new Object() {...},26,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,Sentence.new ArrayCoreMap() {...},99,0,2,0,12,0,2,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,Sentence.new AbstractList() {...},4,17,0,0,1,2,1,2,1,2
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseSentence.new Properties() {...},44,0,0,0,12,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,ChineseSentence.new Properties() {...},39,0,0,0,11,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.simple,SpanishSentence,29,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.new MouseMotionAdapter() {...},11,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.new MouseAdapter() {...},11,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.new FocusAdapter() {...},11,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.new MouseAdapter() {...},9,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,TreeJPanel,616,0,42,0,136,0,38,0,17,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.SaveOutputThread,170,0,12,0,38,0,9,0,3,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.LoadParserThread,141,0,4,0,30,0,5,0,3,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.TimerListener,21,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,TreeJPanel.WidthResult,15,0,0,0,6,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,TreeJPanel.new WindowAdapter() {...},6,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,Parser,258,0,10,0,65,0,16,0,11,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.ParseThread,86,0,4,0,25,0,4,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,Parser.new WindowAdapter() {...},11,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel,1788,0,112,0,352,0,101,0,45,0
Stanford CoreNLP,edu.stanford.nlp.parser.ui,ParserPanel.JFileChooserLocation,24,0,0,0,9,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,AbstractDataset,594,0,50,0,131,0,33,0,8,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,AbstractDataset.SplitFilter,12,0,0,0,4,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,ConfigParser,732,0,32,0,124,0,22,0,6,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,DefaultMapper,8,0,0,0,4,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,Dataset.Encoding,38,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,DistributionPackage,271,0,8,0,43,0,9,0,5,0
Stanford CoreNLP,edu.stanford.nlp.trees.treebank,TreebankPreprocessor,432,0,44,0,96,0,28,0,6,0
Stanford CoreNLP,edu.stanford.nlp.net,Ports,78,0,16,0,20,0,11,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorSpanishSemiauxiliaryTag,33,0,6,0,6,0,6,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,Distsim,202,0,22,0,41,0,15,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorThreeTags,113,0,10,0,27,0,12,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrenchAdvSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames,445,303,81,23,85,45,47,8,1,2
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorAllCapitalized,16,3,2,0,6,2,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorStartSentenceCap,52,0,8,0,17,0,9,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorWordTwoTags,96,0,6,0,18,0,10,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorDash,16,3,2,0,6,2,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrenchVerbSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerServer.TaggerClient,129,0,8,0,28,0,6,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,PluralAcronymDetector,46,0,8,0,16,0,9,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TTags,995,323,83,9,210,77,53,15,7,12
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorWordPref,57,0,4,0,11,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrenchNounSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorMidSentenceCapC,52,0,8,0,17,0,9,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TestClassifier,644,0,38,0,91,0,28,0,9,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TaggerConfig,2139,0,78,0,425,0,99,0,60,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,Dictionary,520,18,44,0,123,5,42,2,20,2
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CtbSufDetector,69,0,4,0,10,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorVerbalVBNZero,190,0,32,0,32,0,21,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorTwoWordsTag,90,0,0,0,14,0,7,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ASBCunkDetector,47,0,2,0,10,0,5,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorCapC,37,0,4,0,13,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorsConjunction,101,0,12,0,19,0,12,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorLetterDashDigit,64,0,16,0,21,0,12,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,History,158,54,12,2,31,14,14,5,8,4
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorLetterDigitDash,22,3,6,0,6,2,6,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorWordShapeClassifier,49,0,2,0,10,0,6,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,Extractor,173,73,28,6,47,18,22,12,8,9
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CWordBooleanExtractor,17,3,2,0,4,1,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TemplateHash,183,18,12,0,33,5,12,2,6,2
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CTBunkDict,116,0,10,0,30,0,11,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorSpanishConditionalSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,AmbiguityClasses,53,8,8,0,11,3,6,1,2,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorWordLowerCase,13,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorCapLCSeen,66,0,4,0,17,0,8,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFramesRare,1423,319,56,20,124,50,46,3,9,2
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerGUI,195,0,0,0,53,0,5,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTagger,3329,172,313,7,682,52,223,4,61,4
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorCNumber,16,3,2,0,6,2,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorMidSentenceCap,34,0,6,0,12,0,7,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerServer.Session,155,0,8,0,33,0,7,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTagger.TaggerWrapper,240,0,14,0,44,0,9,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CtbDict,154,0,16,0,39,0,15,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,HistoryTable,14,19,0,0,4,5,3,3,3,3
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorCWordCapCase,24,0,2,0,8,0,5,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,DataWordTag,21,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorTwoTags,76,0,0,0,12,0,7,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ReadDataTagged,434,0,24,0,75,0,18,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTagger.SentenceTaggingProcessor,19,0,0,0,6,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TestSentence,2024,0,210,0,372,0,142,0,35,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrenchAdjSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CtbPreDetector,65,0,4,0,10,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TaggerFeature,108,0,8,0,25,0,12,0,8,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerServer,217,0,18,0,52,0,13,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ListInstances,82,0,2,0,21,0,8,0,7,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,LambdaSolveTagger,552,0,30,0,69,0,23,0,8,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,Extractors,186,125,17,11,35,23,15,11,6,6
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TaggerFeatures,0,6,0,0,0,3,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,FeatureKey,136,0,14,0,27,0,15,0,8,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TestClassifier.TestSentenceProcessor,24,0,0,0,8,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CTBunkDictDetector,47,0,2,0,10,0,5,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CompanyNameDetector,39,136,6,0,11,29,7,1,4,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,DictionaryExtractor,11,0,0,0,4,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,RareExtractor,155,3,40,0,41,2,29,1,9,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,AmbiguityClass,151,0,18,0,30,0,15,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TaggerConfig.Mode,58,0,0,0,2,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TestThreadedTagger,393,0,26,0,80,0,17,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorWordTag,40,8,0,0,2,3,2,1,2,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorWordShapeConjunction,76,0,4,0,16,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorTwoWords,56,14,1,1,7,5,5,1,4,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrames.ExtractorContinuousTagConjunction,22,38,5,5,4,9,3,4,0,2
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TestThreadedTagger.TaggerThread,67,0,0,0,16,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorFrenchPluralSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorDistsimConjunction,74,0,4,0,17,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorDistsim,28,0,2,0,7,0,5,0,4,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerGUI.new Thread() {...},25,0,0,0,4,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerGUI.new Thread() {...},43,0,2,0,13,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTaggerGUI.new WindowAdapter() {...},9,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CountWrapper,176,0,16,0,49,0,21,0,13,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorCapDistLC,113,6,16,0,24,3,11,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorSpanishAuxiliaryTag,33,0,6,0,6,0,6,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,MaxentTagger.new Object() {...},33,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorUpperDigitDash,22,3,6,0,6,2,6,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TaggerExperiments,1116,51,98,0,190,11,60,3,11,3
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorWordSuff,50,9,4,0,7,4,6,1,4,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ASBCunkDict,122,0,10,0,34,0,11,0,6,0
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,PairsHolder,58,62,6,4,14,8,12,4,7,4
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorUCase,16,3,2,0,6,2,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorSpanishGender,17,3,4,0,6,1,3,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorSpanishImperfectErIrSuffix,3,3,0,0,1,1,1,1,1,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,ExtractorAllCap,16,3,2,0,6,2,4,1,3,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,CaselessCompanyNameDetector,34,28,4,2,9,7,6,2,4,1
Stanford CoreNLP,edu.stanford.nlp.tagger.maxent,TagCount,245,0,18,0,59,0,22,0,13,0
Stanford CoreNLP,edu.stanford.nlp.parser.charniak,CharniakParser,368,0,26,0,91,0,29,0,16,0
Stanford CoreNLP,edu.stanford.nlp.parser.charniak,CharniakScoredParsesReaderWriter,167,0,12,0,44,0,14,0,8,0
Stanford CoreNLP,edu.stanford.nlp.parser.charniak,CharniakScoredParsesReaderWriter.ScoredParsesIterator,283,0,28,0,66,0,19,0,5,0
