GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,GraphicalModelProto.GraphicalModel,195,353,17,32,41,92,40,29,27,16
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,ConcatVectorTableProto.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,GraphicalModelProto.Factor,225,345,27,29,51,92,44,25,23,16
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,ConcatVectorProto.ConcatVector,145,220,7,20,33,61,27,22,22,13
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,GraphicalModelProto.GraphicalModel.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,ConcatVectorTableProto.ConcatVectorTable.Builder,605,155,72,10,161,42,74,11,35,9
Stanford CoreNLP,edu.stanford.nlp.loglinear.model.proto,ConcatVectorProto.ConcatVector.Component.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennTreeNormalizer,258,212,33,23,46,41,30,13,8,7
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraHeadFinder,375,1118,40,2,46,42,27,3,6,3
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraLabel,86,0,4,0,23,0,12,0,10,0
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennTokenizer,24,7,2,0,7,2,2,1,1,1
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennLanguagePack,26,291,1,13,8,42,8,21,7,15
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennTreeReaderFactory,79,36,5,1,22,8,6,2,3,2
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraLexer,820,0,73,0,217,0,67,0,26,0
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraLabel.NegraLabelFactory,61,0,4,0,13,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennTreeNormalizer.new Predicate() {...},2,33,2,8,1,5,2,5,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennTreeNormalizer.new Predicate() {...},14,24,9,3,1,5,6,2,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.international.negra,NegraPennLexer,319,516,29,42,83,132,32,33,11,15
Stanford CoreNLP,edu.stanford.nlp.international,Language,6,176,1,5,0,17,2,6,1,4
Stanford CoreNLP,edu.stanford.nlp.international,Language.new EnglishTreebankParserParams() {...},0,6,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,CreatePatterns,25,166,2,6,5,35,2,5,0,3
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,ApplyPatterns,567,0,96,0,95,0,53,0,5,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternsForEachToken,96,20,7,1,24,8,7,2,2,2
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,DataInstanceSurface,9,0,0,0,4,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternToken,230,124,39,15,29,31,30,3,3,3
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,ApplyPatternsMulti,416,0,62,0,69,0,34,0,3,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,Token.ClassComparator,0,12,0,0,0,2,0,2,0,2
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,AnnotatedTextReader,227,257,29,17,51,61,19,8,2,2
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternsForEachTokenInMemory,147,40,9,3,31,13,16,4,10,4
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternsForEachTokenDB,852,0,52,0,206,0,46,0,20,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,CreatePatterns.CreatePatternsThread,30,82,5,5,8,16,4,3,0,2
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,ScorePatternsF1,150,0,8,0,31,0,7,0,3,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,SurfacePatternFactory.Genre,9,39,0,0,0,2,2,2,2,2
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternsForEachTokenLucene,487,0,36,0,129,0,37,0,19,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,Token,436,204,72,22,69,41,53,11,10,7
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,PatternsForEachToken.new Object() {...},3,23,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,SurfacePatternFactory,880,0,136,0,220,0,75,0,7,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,LearnImportantFeatures,627,0,56,0,118,0,36,0,8,0
Stanford CoreNLP,edu.stanford.nlp.patterns.surface,SurfacePattern,448,233,85,31,101,51,80,16,24,14
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUDocumentWriter,0,268,2,20,0,43,2,12,0,3
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUDocumentReader.WordProcessor,0,157,0,4,0,29,0,4,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.ud,UniversalDependenciesFeatureAnnotator,973,0,152,0,211,0,93,0,17,0
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUUtils.FeatureNameComparator,0,9,0,0,0,2,0,2,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.ud,EnhancementOptions,0,69,0,0,0,22,0,2,0,2
Stanford CoreNLP,edu.stanford.nlp.trees.ud,UniversalDependenciesConverter,314,0,28,0,85,0,28,0,14,0
Stanford CoreNLP,edu.stanford.nlp.trees.ud,UniversalDependenciesConverter.TreeToSemanticGraphIterator,24,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUDocumentReader,3,36,2,2,0,8,2,5,0,5
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUDocumentReader.SentenceProcessor,2,309,2,24,0,59,2,20,0,9
Stanford CoreNLP,edu.stanford.nlp.trees.ud,CoNLLUUtils,3,210,2,22,2,48,3,14,1,4
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArrayDoubles,14,150,8,14,0,27,8,13,0,10
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,ConcatVector,77,1916,40,216,10,262,38,114,0,24
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,ConcatVectorTable,3,254,3,21,0,54,3,20,0,11
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,ConcatVectorNamespace,169,139,12,6,29,24,10,8,4,5
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,GraphicalModel,13,509,9,51,2,94,9,38,0,17
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArray.new Iterator() {...},0,86,2,8,0,11,2,6,0,3
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArray.new Iterator() {...},0,22,0,0,0,4,0,3,0,3
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArray,14,164,8,14,0,28,8,13,0,10
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,GraphicalModel.Factor,0,144,0,10,0,29,0,12,0,7
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArrayDoubles.new Iterator() {...},0,86,2,8,0,11,2,6,0,3
Stanford CoreNLP,edu.stanford.nlp.loglinear.model,NDArrayDoubles.new Iterator() {...},0,22,0,0,0,4,0,3,0,3
Stanford CoreNLP,edu.stanford.nlp.swing,FontDetector,180,0,18,0,30,0,14,0,5,0
Stanford CoreNLP,edu.stanford.nlp.swing,TooltipJList,126,0,14,0,35,0,12,0,5,0
Stanford CoreNLP,edu.stanford.nlp.international.arabic,IBMArabicEscaper,365,0,40,0,77,0,29,0,9,0
Stanford CoreNLP,edu.stanford.nlp.international.arabic,ArabicVerbStemBank,205,0,20,0,44,0,17,0,7,0
Stanford CoreNLP,edu.stanford.nlp.international.arabic,ArabicMorphoFeatureSpecification.ArabicMorphoFeatures,91,0,8,0,14,0,7,0,3,0
Stanford CoreNLP,edu.stanford.nlp.international.arabic,Buckwalter,1194,0,64,0,107,0,44,0,10,0
Stanford CoreNLP,edu.stanford.nlp.international.arabic,ArabicMorphoFeatureSpecification,631,145,130,0,125,18,72,2,5,2
Stanford CoreNLP,edu.stanford.nlp.international.arabic,ArabicWordLists,325,0,0,0,86,0,7,0,7,0
Stanford CoreNLP,edu.stanford.nlp.ie.util,FixLocation,463,0,54,0,80,0,34,0,7,0
Stanford CoreNLP,edu.stanford.nlp.ie.util,RelationTriple.WithLink,42,0,4,0,10,0,5,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie.util,RelationTriple,783,284,60,22,108,51,70,23,40,12
Stanford CoreNLP,edu.stanford.nlp.ie.util,RelationTriple.WithTree,274,13,34,0,35,3,23,1,6,1
Stanford CoreNLP,edu.stanford.nlp.classify,LogisticClassifier,860,0,60,0,158,0,62,0,32,0
Stanford CoreNLP,edu.stanford.nlp.classify,ShiftParamsLogisticClassifierFactory,244,0,10,0,41,0,12,0,7,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},28,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},33,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},48,0,2,0,7,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},53,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},12,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},26,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},32,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},38,0,2,0,5,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.new Factory() {...},17,0,2,0,2,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogConditionalEqConstraintFunction,919,0,72,0,144,0,50,0,14,0
Stanford CoreNLP,edu.stanford.nlp.classify,NBLinearClassifierFactory,572,0,36,0,95,0,28,0,10,0
Stanford CoreNLP,edu.stanford.nlp.classify,WeightedRVFDataset,58,69,1,3,11,20,3,7,2,6
Stanford CoreNLP,edu.stanford.nlp.classify,LogConditionalObjectiveFunction.RVFDerivativeCalculation,221,0,16,0,37,0,10,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,PRCurve,1025,0,82,0,171,0,65,0,24,0
Stanford CoreNLP,edu.stanford.nlp.classify,ColumnDataClassifier.Flags,293,0,0,0,89,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.classify,ShiftParamsLogisticObjectiveFunction,240,0,18,0,44,0,14,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,NaiveBayesClassifierFactory.NBWeights,138,0,10,0,22,0,7,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,GeneralDataset,924,278,78,18,170,51,60,23,21,14
Stanford CoreNLP,edu.stanford.nlp.classify,CrossValidator.SavedState,3,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.classify,SVMLightClassifierFactory,1237,0,76,0,230,0,76,0,38,0
Stanford CoreNLP,edu.stanford.nlp.classify,SVMLightClassifier,75,0,4,0,20,0,7,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,CrossValidator.CrossValidationIterator,87,0,4,0,9,0,6,0,4,0
Stanford CoreNLP,edu.stanford.nlp.classify,CrossValidator,82,0,6,0,20,0,8,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogConditionalObjectiveFunction.CLBatchDerivativeCalculation,28,207,4,16,2,34,4,8,0,2
Stanford CoreNLP,edu.stanford.nlp.classify,ColumnDataClassifier.InputFormat,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.classify,GeneralDataset.new Iterator() {...},41,0,4,0,6,0,6,0,4,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogPrior.new Object() {...},7,47,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.classify,AdaptedGaussianPriorObjectiveFunction,314,0,28,0,49,0,20,0,6,0
Stanford CoreNLP,edu.stanford.nlp.classify,NaiveBayesClassifier,277,0,18,0,66,0,22,0,13,0
Stanford CoreNLP,edu.stanford.nlp.classify,ClassifierExample,148,0,2,0,27,0,4,0,3,0
Stanford CoreNLP,edu.stanford.nlp.classify,MultinomialLogisticClassifier,269,0,14,0,61,0,18,0,11,0
Stanford CoreNLP,edu.stanford.nlp.classify,Classifier,132,0,22,0,30,0,13,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,WeightedDataset,357,0,12,0,72,0,20,0,14,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogConditionalObjectiveFunction,2959,320,235,25,440,64,146,18,24,10
Stanford CoreNLP,edu.stanford.nlp.classify,RVFDataset.new Iterator() {...},8,36,1,3,2,6,2,4,1,3
Stanford CoreNLP,edu.stanford.nlp.classify,BiasedLogConditionalObjectiveFunction,356,0,20,0,61,0,21,0,11,0
Stanford CoreNLP,edu.stanford.nlp.classify,AbstractLinearClassifierFactory,48,13,0,0,11,4,5,1,5,1
Stanford CoreNLP,edu.stanford.nlp.classify,Dataset,1742,313,122,6,300,69,95,16,32,15
Stanford CoreNLP,edu.stanford.nlp.classify,SemiSupervisedLogConditionalObjectiveFunction,125,0,10,0,24,0,10,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifier,3035,291,274,24,563,64,202,15,57,11
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.QNFactory,0,21,1,1,0,5,1,2,0,2
Stanford CoreNLP,edu.stanford.nlp.classify,LogPrior,629,128,59,9,101,29,49,8,14,6
Stanford CoreNLP,edu.stanford.nlp.classify,ColumnDataClassifier,7117,0,922,0,1176,0,516,0,55,0
Stanford CoreNLP,edu.stanford.nlp.classify,KNNClassifier,310,0,16,0,71,0,14,0,6,0
Stanford CoreNLP,edu.stanford.nlp.classify,NominalDataReader,199,0,14,0,45,0,12,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory,1394,221,53,11,271,51,102,12,70,12
Stanford CoreNLP,edu.stanford.nlp.classify,LogisticObjectiveFunction,398,0,22,0,68,0,22,0,11,0
Stanford CoreNLP,edu.stanford.nlp.classify,RVFDataset,2791,379,187,19,452,75,137,21,41,14
Stanford CoreNLP,edu.stanford.nlp.classify,NaiveBayesClassifierFactory,714,0,48,0,107,0,35,0,11,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogisticUtils,455,0,38,0,82,0,35,0,16,0
Stanford CoreNLP,edu.stanford.nlp.classify,BiasedLogisticObjectiveFunction,418,0,22,0,70,0,21,0,10,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.LinearClassifierCreator,56,0,2,0,15,0,6,0,5,0
Stanford CoreNLP,edu.stanford.nlp.classify,OneVsAllClassifier,218,0,6,0,50,0,14,0,11,0
Stanford CoreNLP,edu.stanford.nlp.classify,GeneralizedExpectationObjectiveFunction,669,0,56,0,105,0,40,0,12,0
Stanford CoreNLP,edu.stanford.nlp.classify,LinearClassifierFactory.NegativeScorer,102,0,0,0,16,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.classify,KNNClassifierFactory,161,0,10,0,34,0,9,0,4,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogisticClassifierFactory,311,0,22,0,47,0,20,0,9,0
Stanford CoreNLP,edu.stanford.nlp.classify,LogPrior.LogPriorType,5,83,0,0,0,1,1,3,1,3
Stanford CoreNLP,edu.stanford.nlp.dcoref.util,ConvertGenderFile,177,0,26,0,38,0,15,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERServer.Session,227,0,14,0,44,0,10,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory,8839,67,1153,3,1069,21,606,4,28,4
Stanford CoreNLP,edu.stanford.nlp.ie,NERGUI.ColorIcon,23,0,0,0,8,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.Accuracy,249,276,6,24,33,44,13,19,8,9
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.new Object() {...},8,0,2,0,1,0,2,0,1,0
Stanford CoreNLP,edu.stanford.nlp.ie,ChineseQuantifiableEntityNormalizer,2189,0,295,0,420,0,173,0,20,0
Stanford CoreNLP,edu.stanford.nlp.ie,UniformPriorFactory,22,0,0,0,4,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERGUI,1883,0,94,0,386,0,76,0,29,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPTokensregexExtractor,374,0,34,0,62,0,23,0,6,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.Accuracy.PerRelationStat,108,0,8,0,17,0,8,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,EmpiricalNERPriorBIO,339,0,48,0,54,0,27,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERServer.NERClient,130,0,12,0,34,0,9,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.RelationType.Cardinality,38,0,0,0,3,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,EntityBIO,52,0,0,0,11,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin6Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,Entity,52,0,0,0,11,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.Accuracy.new HashSet() {...},0,22,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.ie,ClassifierCombiner,1109,160,92,26,212,40,70,14,23,2
Stanford CoreNLP,edu.stanford.nlp.ie,NERClassifierCombiner.Language,70,0,6,0,11,0,8,0,5,0
Stanford CoreNLP,edu.stanford.nlp.ie,EmpiricalNERPriorFactory,13,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin5Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.RelationType,2348,0,22,0,101,0,17,0,6,0
Stanford CoreNLP,edu.stanford.nlp.ie,UniformPrior,71,0,4,0,21,0,12,0,10,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPEnsembleExtractor,191,0,14,0,33,0,12,0,5,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin2Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPStatisticalExtractor.MinimizerType,58,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,EmpiricalNERPriorBIOFactory,16,0,0,0,3,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin3Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERGUI.InputListener,14,0,0,0,5,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERGUI.ActionPerformer,212,0,58,0,33,0,42,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.GazetteInfo,12,0,0,0,5,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.ie,EntityCachingAbstractSequencePrior,1570,0,184,0,276,0,118,0,26,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin1Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPTokensregexExtractor.Object,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERClassifierCombiner,1023,0,84,0,207,0,65,0,23,0
Stanford CoreNLP,edu.stanford.nlp.ie,EmbeddingFeatureFactory,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,QuantifiableEntityNormalizer,2528,1393,536,98,485,311,320,42,24,14
Stanford CoreNLP,edu.stanford.nlp.ie,ClassifierCombiner.CombinationMode,9,29,0,0,0,2,2,2,2,2
Stanford CoreNLP,edu.stanford.nlp.ie,KBPStatisticalExtractor,1825,0,211,0,315,0,128,0,21,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.NERTag,332,0,10,0,32,0,10,0,5,0
Stanford CoreNLP,edu.stanford.nlp.ie,NumberNormalizer,2132,0,218,0,412,0,125,0,15,0
Stanford CoreNLP,edu.stanford.nlp.ie,EmpiricalNERPrior,910,0,134,0,151,0,70,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,ChineseMorphFeatureSets.new Object() {...},26,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.ie,EntityCachingAbstractSequencePriorBIO,1217,0,112,0,214,0,75,0,19,0
Stanford CoreNLP,edu.stanford.nlp.ie,ChineseMorphFeatureSets.FeatType,48,0,0,0,2,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,AbstractSequenceClassifier.new ThreadsafeProcessor() {...},42,0,2,0,6,0,4,0,3,0
Stanford CoreNLP,edu.stanford.nlp.ie,AbstractSequenceClassifier.new Sampler() {...},69,0,2,0,12,0,3,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPStatisticalExtractor.new Object() {...},33,0,0,0,1,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPStatisticalExtractor.new HashSet() {...},319,0,0,0,81,0,1,0,1,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPTokensregexExtractor.Subject,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPSemgrexExtractor,392,0,52,0,66,0,33,0,7,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERServer,231,0,26,0,56,0,17,0,4,0
Stanford CoreNLP,edu.stanford.nlp.ie,NERFeatureFactory.Bin4Annotation,5,0,0,0,2,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor,329,0,28,0,60,0,19,0,5,0
Stanford CoreNLP,edu.stanford.nlp.ie,ChineseMorphFeatureSets,438,0,56,0,101,0,35,0,6,0
Stanford CoreNLP,edu.stanford.nlp.ie,KBPRelationExtractor.KBPInput,77,0,0,0,13,0,7,0,7,0
Stanford CoreNLP,edu.stanford.nlp.ie,AbstractSequenceClassifier,2712,177,200,10,522,39,182,7,78,6
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,CliqueTree.MarginalResult,0,12,0,0,0,5,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,CliqueTree.MarginalizationMethod,5,33,0,0,0,3,1,3,1,3
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,CliqueTree.new Object() {...},2,17,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,CliqueTree.CachedFactorWithObservations,0,3,0,0,0,1,0,1,0,1
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,TableFactor,102,1734,28,188,11,255,26,108,2,24
Stanford CoreNLP,edu.stanford.nlp.loglinear.inference,CliqueTree,364,1922,67,285,44,319,59,129,1,9
Stanford CoreNLP,edu.stanford.nlp.tagger.util,MakePrefixFile,80,0,4,0,15,0,5,0,3,0
Stanford CoreNLP,edu.stanford.nlp.tagger.util,CountClosedTags,527,0,62,0,110,0,41,0,10,0
Stanford CoreNLP,edu.stanford.nlp.tagger.util,ConvertTreesToTags,392,0,60,0,75,0,33,0,3,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,TreebankStats.ObservedCorpusStats,905,0,38,0,125,0,26,0,7,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,TreebankFactoredLexiconStats,834,0,44,0,132,0,26,0,4,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,TreebankStats,915,0,78,0,159,0,52,0,13,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,TreebankStats.SplitFilter,12,0,0,0,4,0,2,0,2,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,UNKPrinter,317,0,34,0,69,0,21,0,3,0
Stanford CoreNLP,edu.stanford.nlp.parser.eval,TreebankStats.Split,48,0,0,0,1,0,4,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,MatchesPanel.new MouseInputAdapter() {...},271,0,32,0,53,0,21,0,5,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,Tdiff,177,0,14,0,38,0,11,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,MatchesPanel.TreeTransferHandler,79,0,8,0,16,0,8,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,InputPanel.TRegexGUITreeVisitor,91,0,6,0,28,0,11,0,8,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,FilePanel,162,0,8,0,41,0,13,0,9,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,InputPanel.new Thread() {...},91,0,6,0,20,0,6,0,3,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,InputPanel.new Thread() {...},74,0,2,0,19,0,6,0,5,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,InputPanel.new Thread() {...},137,0,8,0,32,0,8,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,PreferencesPanel,914,0,42,0,199,0,37,0,16,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,FileTreeModel,447,0,58,0,110,0,52,0,23,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,PreferencesPanel.ColorIcon,36,0,0,0,13,0,6,0,6,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,Preferences,358,0,44,0,85,0,50,0,28,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,DisplayMatchesPanel.DisplayMouseMotionAdapter,68,0,10,0,19,0,9,0,4,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,OSXAdapter,79,0,12,0,28,0,12,0,6,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,TreeFromFile,160,0,12,0,34,0,19,0,13,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,PreferencesPanel.new ActionListener() {...},179,0,10,0,29,0,7,0,2,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,FilePanel.new MouseAdapter() {...},50,0,12,0,9,0,8,0,2,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,InputPanel,1541,0,80,0,401,0,81,0,41,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,TregexGUI.new Thread() {...},28,0,0,0,4,0,3,0,3,0
Stanford CoreNLP,edu.stanford.nlp.trees.tregex.gui,TregexGUI.new Thread() {...},28,0,4,0,9,0,4,0,2,0
